id_vaga,job_role,inf_titulo_vaga,inf_cliente,inf_vaga_sap,perfil_nivel_academico,perfil_nivel profissional,perfil_nivel_ingles,perfil_nivel_espanhol,perfil_competencia_tecnicas_e_comportamentais,perfil_principais_atividades,Resumo_ia,resumo
5074,Consultor SAP,SAP SD Billing - 11885603,Nelson-Page,Não,Ensino Superior Completo,Analista,Básico,Básico,"SAP SD Billing - SAP Funcional para atuar na esteira de Billing
 Outros detalhes do trabalho: 1 - Application Remediation (P1 - Beginner) | 2 - SAP SD Delivery Processing (P1 - Beginner)
 Primary Skill * Others (Please note the Skill at the beginning of Job Description)","SAP SD Billing - SAP Funcional para atuar na esteira de Billing
 Outros detalhes do trabalho: 1 - Application Remediation (P1 - Beginner) | 2 - SAP SD Delivery Processing (P1 - Beginner)
 Primary Skill * Others (Please note the Skill at the beginning of Job Description)",,
5069,Consultor SAP,SAP CCS-Billing - 11885889,Nelson-Page,Não,Ensino Superior Completo,Analista,Básico,Básico,Configuration & Release Management - Suportar junto ao cliente os processos e funcionalidades do módulo de CCS-Billing nos projetos de Utilties,Configuration & Release Management - Suportar junto ao cliente os processos e funcionalidades do módulo de CCS-Billing nos projetos de Utilties,,
5063,Consultor SAP,SAP CCS-WM - 11885599,Nelson-Page,Não,Ensino Superior Completo,Analista,Básico,Básico,"Perfil profissional Utilties:
 O profissional trabalhará com o ciclo comercial para empresas de Utilities (Energia Elétrica, Agua/Saneamento e Gas), atuando em processos que envolvem atendimento ao cliente, meter to cash, arrecadação e cobrança, serviços de campo, prevenção a perdas, entre outros.
 Será responsável por traduzir requerimentos de negócio em soluções técnicas em sistemas SAP IS-U CCS e outros legados que integram todo o ecossistema, passando pelas fases de discussão de requerimentos, desenho detalho, desenvolvimento/configuração da solução, testes e implantação em produção. SAP CCS-WM.","Analista responsável por atendimento AMS: Resolução de incidentes, problemas e melhorias no módulo SAP CCS-WM (localização BR).",,
5061,Consultor SAP,SAP FI -ID 2021-2632813,Barnes-Woods,Não,Ensino Médio Completo,Sênior,Avançado,Fluente,"Ele vai trabalhar criando especificações funcionais e deve ter conhecimento ou familiaridade com as localizações
 SAP Argentina/Uruguay e/ou Colômbia/Equador, ter conversação em espanhol e atender aos requisitos abaixo. Ele deve permanecer no projeto por 2/3 meses. Acredito que talvez seja mais fácil
 encontrar alguém na Argentina ou mesmo na Colombia.
 Consultor sênior FI com conhecimentos de:
 GL – General Ledger;
 AP – Accounts Payable;
 AR – Accounts Receivable;
 FSCM;
 Tesouraria;
 Localização AR/UY e/ou CO/EC ß imprescindível
 Experiência em escrever especificações funcionais
 Entendimento e conversação em espanhol","Ele vai trabalhar criando especificações funcionais e deve ter conhecimento ou familiaridade com as localizações
 SAP Argentina/Uruguay e/ou Colômbia/Equador, ter conversação em espanhol e atender aos requisitos abaixo. Ele deve permanecer no projeto por 2/3 meses. Acredito que talvez seja mais fácil
 encontrar alguém na Argentina ou mesmo na Colombia.
 Consultor sênior FI com conhecimentos de:
 GL – General Ledger;
 AP – Accounts Payable;
 AR – Accounts Receivable;
 FSCM;
 Tesouraria;
 Localização AR/UY e/ou CO/EC ß imprescindível
 Experiência em escrever especificações funcionais
 Entendimento e conversação em espanhol",,
5060,Consultor SAP,Consultor SAP ABAP - PL - RE-335441,"Morris, Moran and Dodson",Não,Ensino Superior Completo,Pleno,Fluente,Nenhum,ABAP com experiencia em projetos de rollout e implementação.,"Consultor SAP ABAP - PL
 
 • Mandatórios
 
 ABAP com experiencia em projetos de rollout e implementação.",,
5058,Consultor SAP,SAP Billing - 11857667,Nelson-Page,Não,Ensino Superior Completo,Analista,Básico,Básico,"SAP Funcional para os módulos de Utilities - Billing, FICA, CRM, DWM. Analista Sênior Funcional para atuação com SAP Billing
 Outros detalhes do trabalho: 1 - CRM Applications (P2 - Intermediate) | 2 - SAP CRM Sales (P2 - Intermediate) | 3 - SAP for Utilities Billing (P2 - Intermediate) | 4 - SAP for Utilities CRM (P2 - Intermediate) | 5 - SAP Utilities Customer Financial Management (FI CA) (P2 - Intermediate). -Possibilidade de absorção -Trabalho remoto por conta da pandemia -Horário das 9h ás 18h
 Primary Skill SAP for Utilities","SAP Funcional para os módulos de Utilities - Billing, FICA, CRM, DWM. Analista Sênior Funcional para atuação com SAP Billing
 Outros detalhes do trabalho: 1 - CRM Applications (P2 - Intermediate) | 2 - SAP CRM Sales (P2 - Intermediate) | 3 - SAP for Utilities Billing (P2 - Intermediate) | 4 - SAP for Utilities CRM (P2 - Intermediate) | 5 - SAP Utilities Customer Financial Management (FI CA) (P2 - Intermediate). -Possibilidade de absorção -Trabalho remoto por conta da pandemia -Horário das 9h ás 18h
 Primary Skill SAP for Utilities",,
5046,Consultor SAP,PASS THRU - SAp FI 2021-2632813 FAbiano,Barnes-Woods,Não,Ensino Médio Completo,Sênior,Intermediário,Intermediário,Indicacao Fabiano,Indicacao Fabiano,,
5040,Consultor SAP,Gerente de projetos SAP S/4,"Morris, Moran and Dodson",Não,Ensino Superior Completo,Gerente,Fluente,Nenhum,"Project manager to lead a S/4 Blue print (an probably the project afterwards).
 Descrição = Finance, Purchasing, maintenance.
 Inglês Fluente e experiência em S/4 obrigatórios
 Atuação remota com a equipe da Europa","Gerente de projetos SAP S/4
 
 Project manager to lead a S/4 Blue print (an probably the project afterwards).
 Descrição = Finance, Purchasing, maintenance.
 Inglês Fluente e experiência em S/4 obrigatórios
 Atuação remota com a equipe da Europa",,
5039,Consultor SAP,Consultor Sênior SAP S/4 FI,"Morris, Moran and Dodson",Não,Ensino Superior Completo,Sênior,Fluente,Fluente,"Descrição: Senior S/4 Finance consultant to take the lead of a finance stream in the blue print
 Inglês Fluente e experiência em S/4 obrigatórios
 Atuação remota com a equipe da Europa","Consultor Sênior SAP S/4 FI
 
 Descrição: Senior S/4 Finance consultant to take the lead of a finance stream in the blue print
 Inglês Fluente e experiência em S/4 obrigatórios
 Atuação remota com a equipe da Europa",,
5038,Consultor SAP,Consultor SAP MM - Sr - RE-334204,"Morris, Moran and Dodson",Não,Ensino Superior Completo,Sênior,Nenhum,Nenhum,Experiência como Consultor SAP MM.,Experiência como Consultor SAP MM.,,
5037,Consultor SAP,Proposta - 1001865400 - SAP CPI-DS,Morrison Ltd,Não,Ensino Técnico Completo,Pleno,Nenhum,Nenhum,"§ Job Description; Atuação em consultoria e projeto SAP para integrar S4Hana com SAP IBP.
 § Idioma: Inglês fluente ou avançado (muita interação com área de negócio).
 § Senioridade: Sênior e Pleno.",Consultor SAP CPI-DS – 02 recursos,,
5036,Consultor SAP,Proposta - 1001865400 - SAP WM,Morrison Ltd,Não,Ensino Técnico Completo,Pleno,Nenhum,Nenhum,"§ Job Description; Atuação em consultoria e projeto SAP para o módulo/processo de WM.
 § Idioma: Inglês fluente ou Francês.
 § Senioridade: Sênior e Pleno.",Consultor SAP WM – 02 recursos,,
5035,Consultor SAP,SAP FI/CO Senior - 20219274320,Morrison Ltd,Não,Ensino Técnico Completo,Pleno,Nenhum,Nenhum,"Atuar na frente de finanças (CO), participando de reuniões respondendo pela frente; retirando
 impedimentos e contribuindo com propostas de soluções; configurações, especificações, testes
 unitários entre outras atividades referentes a todas as etapas de implementação.","Implamentação S4hana; metodologia SAP Activate/Agil;
 
 Experiência na frente CO.",,
5034,Consultor SAP,Gerente de projetos SAP,"Morris, Moran and Dodson",Não,Ensino Superior Completo,Gerente,Fluente,Nenhum,"Gerente de projetos SAP
 Experiência obrigatória em gestão de projetos SAP em S/4","Gerente de projetos SAP
 Experiência obrigatória em gestão de projetos SAP em S/4",,
5027,Consultor SAP,Consultor SAP CAR/POSDTA-Daniela,Callahan-Hall,Não,Ensino Médio Completo,Pleno,Nenhum,Nenhum,"Início previsto: Atrelado a aprovação do candidato pelo cliente.
 Prazo de Alocação: 3 meses com grande possibilidade de prorrogação.
 Escopo: Atuar em projeto focado em POSDTA para continuidade do SAP CAR. Alocação com reporte direto ao cliente (este será responsável pelo alinhamento/direcionamento das demandas ao (a) consultor(a)).
 Atendimento: Remoto","Início previsto: Atrelado a aprovação do candidato pelo cliente.
 Prazo de Alocação: 3 meses com grande possibilidade de prorrogação.
 Escopo: Atuar em projeto focado em POSDTA para continuidade do SAP CAR. Alocação com reporte direto ao cliente (este será responsável pelo alinhamento/direcionamento das demandas ao (a) consultor(a)).
 Atendimento: Remoto",,
5023,Consultor SAP,SAP PM (Plant Maintenance) - Pleno,Mann and Sons,Não,Ensino Superior Completo,Sênior,Nenhum,Nenhum,"Experiência SAP PM (Plant Maintenance)
 Conhecimento no processo de Centro de Serviço, especificamente na criação de Ordens de Serviço (OS) no SAP.","Experiência SAP PM (Plant Maintenance)
 Conhecimento no processo de Centro de Serviço, especificamente na criação de Ordens de Serviço (OS) no SAP.",,
5022,Consultor SAP,Consultor SAP MM - SR -RE-332203,"Morris, Moran and Dodson",Não,Ensino Superior Completo,Sênior,Nenhum,Nenhum,"• Mandatórios
 
 Atuado em Projetos de Implementação e Melhoria
 Mínimo de 7 anos de atuação
 Conhecimentos sólidos em MM
 Atuação em gestão de demandas/melhorias","Consultor SAP MM - SR
 
 • Descrição - Atividades
 
 Atuar como consultor SAP MM",,
5020,Consultor SAP,SAP ABAP - Ingles Mandatorio - 11857669,Nelson-Page,Não,Ensino Superior Completo,Analista,Fluente,Básico,"Configuration & Release Management - Design, build and configure applications to meet business process and application requirements.
 Advanced English is mandatory.
 Outros detalhes do trabalho: 1 - Build Management (P3 - Advanced) | 2 - Design & Build Enablement (P3 - Advanced)
 Primary Skill * Others (Please note the Skill at the beginning of Job Description)","Configuration & Release Management - Design, build and configure applications to meet business process and application requirements.
 Advanced English is mandatory.
 Outros detalhes do trabalho: 1 - Build Management (P3 - Advanced) | 2 - Design & Build Enablement (P3 - Advanced)
 Primary Skill * Others (Please note the Skill at the beginning of Job Description)",,
4994,Consultor SAP,Digital Technical Architect/SAP Hybris B2B Commerce - 11845328,Nelson-Page,Não,Ensino Superior Completo,Analista,Básico,Básico,"SAP Hybris B2B Commerce - Lead innovation via digital technology. Work in disruptive digital environment, complex technologies, help clients sort through technologies, their capabilities and apply them to create value. Depth in solution understanding, Digital capabilities (ecommerce/mobility/interactive) & breadth in technology products, patterns & implementation approaches. Contribute to assets/offerings & thought leadership. Act as Subject Matter Expert in area of expertise and enhance Accenture's marketplace reputation.
 Outros detalhes do trabalho: 1 - Java Enterprise Edition (P4 - Expert) | 2 - Digital Solutions Technical Architecture (P3 - Advanced) | 3 - Technology Architecture Blueprint & Roadmap Definition (P3 - Advanced) | 4 - Experience Design (P2 - Intermediate) | 5 - Technology Innovation (P2 - Intermediate)
 Primary Skill * Others (Please note the Skill at the beginning of Job Description)","SAP Hybris B2B Commerce - Lead innovation via digital technology. Work in disruptive digital environment, complex technologies, help clients sort through technologies, their capabilities and apply them to create value. Depth in solution understanding, Digital capabilities (ecommerce/mobility/interactive) & breadth in technology products, patterns & implementation approaches. Contribute to assets/offerings & thought leadership. Act as Subject Matter Expert in area of expertise and enhance Accenture's marketplace reputation.
 Outros detalhes do trabalho: 1 - Java Enterprise Edition (P4 - Expert) | 2 - Digital Solutions Technical Architecture (P3 - Advanced) | 3 - Technology Architecture Blueprint & Roadmap Definition (P3 - Advanced) | 4 - Experience Design (P2 - Intermediate) | 5 - Technology Innovation (P2 - Intermediate)
 Primary Skill * Others (Please note the Skill at the beginning of Job Description)",,
4964,Consultor SAP,SAP FI/CO.- 20217092984,Morrison Ltd,Não,Ensino Técnico Completo,Pleno,Nenhum,Nenhum,"SAP
 implementação e roll-out",FI/CO,,
4963,Consultor SAP,SAP BW - 20215805936,Morrison Ltd,Não,Ensino Técnico Completo,Pleno,Nenhum,Nenhum,"SAP
 implementação e roll-out",BW,,
4962,Consultor SAP,SAP MM - 20218283078,Morrison Ltd,Não,Ensino Técnico Completo,Pleno,Nenhum,Nenhum,"SAP
 mplementação e roll-out",MM,,
4961,Consultor SAP,SAP SD - 20219815259,Morrison Ltd,Não,Ensino Técnico Completo,Pleno,Nenhum,Nenhum,"SAP
 mplementação e roll-out",SD,,
4960,Consultor SAP,SAP PA/OM/BN - 20216977491,Morrison Ltd,Não,Ensino Técnico Completo,Pleno,Nenhum,Nenhum,"SAP
 implementação e roll-out",PA/OM/BN,,
4958,Consultor SAP,SAP HCM - 20213981519,Morrison Ltd,Não,Ensino Técnico Completo,Pleno,Nenhum,Nenhum,"SAP
 implementação e roll-out","Funcional, módulo PAYROLL",,
4957,Consultor SAP,Consultor SAP WM Sênior,"Morris, Moran and Dodson",Não,Ensino Superior Completo,Sênior,Nenhum,Nenhum,Experiência com SAP WM.,Experiência com SAP WM.,,
4946,Consultor SAP,4282616 SAP SCM WM,Miller-Curry,Não,Ensino Superior Cursando,Sênior,Fluente,Nenhum,SAP SCM WM,SAP SCM WM,,
4944,Consultor SAP,4286855 - SAP ABAP,Miller-Curry,Não,Ensino Superior Cursando,Sênior,Nenhum,Nenhum,ABAP - SR,ABAP - SR,,
4939,Consultor SAP,SAP FI/CO - Sênior - 20212550412,Morrison Ltd,Não,Ensino Técnico Completo,Pleno,Nenhum,Nenhum,"implementação S4hana; metodologia SAP Activate/Agil;
 
 Conhecimento nos módulos FI (TRM, Fluxo de caixa, AR,AP, GL, CIAP);
 
 Experiência na liderança de times em projetos complexos ,visão de Arquitetura será considerado um diferencial.","Atuar como líder na frente de finanças, participando de reuniões respondendo pela frente; retirando
 impedimentos e contribuindo com propostas de soluções; ajudar, se necessário, em configurações
 e/ou atividades junto ao time durante todas etapas do projeto.",,
4933,Consultor SAP,SAP ECC6.0 MM – IM Modules (Ingles Mandatorio) - 11813897,Nelson-Page,Não,Ensino Superior Completo,Analista,Fluente,Básico,"Analyze and design new business processes. Identify and define detailed product requirements and use cases. Serve as a liaison to the business community and participate in user and task analysis to maintain the business community's perspective.
 Outros detalhes do trabalho: 1 - Process Design Mapping and Analysis (P4 - Expert) | 2 - Business Process Analysis Tools (P3 - Advanced)-MM Sr, tanto compras e gestão de estoques. Atividade de discussão de processos, configuração, testes, cutover (ciclo completo de consultor funcional em projeto de implementação). Não precisa conhecer localização Brasil (projeto é nos EUA/Canada). Imprescindivel ingles fluente (conduzirá workshops, detalhará requerimentos etc)","Analyze and design new business processes. Identify and define detailed product requirements and use cases. Serve as a liaison to the business community and participate in user and task analysis to maintain the business community's perspective.
 Outros detalhes do trabalho: 1 - Process Design Mapping and Analysis (P4 - Expert) | 2 - Business Process Analysis Tools (P3 - Advanced)-MM Sr, tanto compras e gestão de estoques. Atividade de discussão de processos, configuração, testes, cutover (ciclo completo de consultor funcional em projeto de implementação). Não precisa conhecer localização Brasil (projeto é nos EUA/Canada). Imprescindivel ingles fluente (conduzirá workshops, detalhará requerimentos etc)",,
4918,Consultor SAP,Consultor SAP ABAP - SR - RE-330041,"Morris, Moran and Dodson",Não,Ensino Superior Completo,Sênior,Fluente,Nenhum,"• Mandatórios
 
 Especialista em MASTERSAF.
 Experiencia em projetos do tipo rollout e implementação SAP com interface em MASTERSAF.
 Não é um ABAP comum que trabalha no SAP ECC.","Consultor SAP ABAP – SR
 
 • Atividades
 
 Esse profissional irá trabalhar ajustando as 44 interfaces do Mastersaf integradas ao SAP para as obrigações legais e Bloco K.
 Irá ajustar as inconsistências/aderências da solução junto com o consultor funcional de Mastersaf que já está no projeto.
 Já estamos na fase de construção/desenvolvimentos.",,
4914,Consultor SAP,4376127 - SAP FI,Miller-Curry,Não,Ensino Superior Cursando,Sênior,Fluente,Nenhum,SAP FI,SAP fi,,
4903,Consultor SAP,Business Analyst SAP TRM With Integration Trax (Inglês Mandatório) - 11834421,Nelson-Page,Não,Ensino Superior Completo,Analista,Fluente,Básico,"Justice Trax Laboratory Information Management System - Analyze an organization and design its processes and systems, assessing the business model and its integration with technology. Assess current state, identify customer requirements, and define the future state and/or business solution. Research, gather and synthesize information.
 Outros detalhes do trabalho: 1 - Business Model Strategy (P3 - Advanced) | 2 - Business Process Analysis Tools (P3 - Advanced) | 3 - Business Process Design (P3 - Advanced) | 4 - Requirements Analysis (P3 - Advanced) - Inglês mandatório - Remoto por conta da pandemia - Horário comercial 09:00 às 18:00 - Possibilidade de absorção
 Primary Skill * Others (Please note the Skill at the beginning of Job Description)","Justice Trax Laboratory Information Management System - Analyze an organization and design its processes and systems, assessing the business model and its integration with technology. Assess current state, identify customer requirements, and define the future state and/or business solution. Research, gather and synthesize information.
 Outros detalhes do trabalho: 1 - Business Model Strategy (P3 - Advanced) | 2 - Business Process Analysis Tools (P3 - Advanced) | 3 - Business Process Design (P3 - Advanced) | 4 - Requirements Analysis (P3 - Advanced) - Inglês mandatório - Remoto por conta da pandemia - Horário comercial 09:00 às 18:00 - Possibilidade de absorção
 Primary Skill * Others (Please note the Skill at the beginning of Job Description)",,
4900,Consultor SAP,Consultor SAP Data Migration - Sr - RE-329415,"Morris, Moran and Dodson",Não,Ensino Superior Completo,Sênior,Fluente,Nenhum,"Conhecimento em:
 MM
 Frete
 Integração com Transportation","Consultor SAP Data Migration - Sr
 
 • Mandatórios
 
 Forte e sólida experiência (mínimo de 8 anos) como consultor de migração de dados em uma implementação SAP global em grande escala e capacidade de gerenciar integração de sistema e recursos de fornecedores externos obrigatórios;
 Experiência com metodologias de migração de dados e abordagens para migrações SAP é uma obrigação;
 Conhecimento especializado em limpeza, análise, mapeamento e conversão de dados de sistemas legados e exportação para outros sistemas;
 Conhecimento em SAP S / 4 HANA;
 Ferramentas e técnicas de migração de dados para S/4 Hana (Advanced Data Migration, LTMC, LSME e Data Services) ;
 Capacidade de conduzir equipes em uma equipe internacional e distribuída Sólida compreensão e experiência com ferramentas e técnicas de qualidade de dados
 Fortes habilidades de comunicação e tomada de decisão;
 Capacidade de priorizar e conduzir os negócios para limpar e validar dados, incluindo reconciliação;
 Forte gestão de partes interessadas em todos os níveis;
 Experiencia em Projetos Globais",,
4888,Consultor SAP,Consultor SAP BASIS - PL -RE-328508,"Morris, Moran and Dodson",Não,Ensino Superior Completo,Sênior,Avançado,Nenhum,"Diferencial:
 Solution Manager Monitoring e S4/HANA","Consultor SAP BASIS - PL
 
 • Descrição - Atividades
 
 Vaga de aumento de head count para atendimento Shared, por sermos uma área de Shared Services temos aproximadamente 22 contratos e este consultor atuará parcialmente em cada um.
 
 • Mandatórios
 
 Administração de sistemas SAP Windows e Linux
 Administração de SAP com bancos de dados SQL e Oracle
 Experiência em processo de aplicação de Support Package
 Administração de usuários
 Refresh utilizando backup/restore
 Experiência em projetos de upgrade, implementação e sustentação",,
4884,Consultor SAP,SAP ECC6.0 MM – IM Modules (Ingles Mndatorio) - 11813899,Nelson-Page,Não,Ensino Superior Completo,Analista,Básico,Básico,"Analyze and design new business processes. Identify and define detailed product requirements and use cases. Serve as a liaison to the business community and participate in user and task analysis to maintain the business community's perspective.
 Outros detalhes do trabalho: 1 - Process Design Mapping and Analysis (P4 - Expert) | 2 - Business Process Analysis Tools (P3 - Advanced)
 Primary Skill Business Process Design
 Rate: até 200/h","Analyze and design new business processes. Identify and define detailed product requirements and use cases. Serve as a liaison to the business community and participate in user and task analysis to maintain the business community's perspective.
 Outros detalhes do trabalho: 1 - Process Design Mapping and Analysis (P4 - Expert) | 2 - Business Process Analysis Tools (P3 - Advanced)
 Primary Skill Business Process Design
 Rate: até 200/h",,
4883,Consultor SAP,IND - SAP EWM - 11814313,Nelson-Page,Não,Ensino Superior Completo,Analista,Básico,Básico,"Analyze an organization and design its processes and systems, assessing the business model and its integration with technology. Assess current state, identify customer requirements, and define the future state and/or business solution. Research, gather and synthesize information.
 Outros detalhes do trabalho: 1 - Business Model Strategy (P1 - Beginner) | 2 - Business Process Design (P1 - Beginner) | 3 - Requirements Analysis (P1 - Beginner)
 Primary Skill Business Process Analysis Tools","Analyze an organization and design its processes and systems, assessing the business model and its integration with technology. Assess current state, identify customer requirements, and define the future state and/or business solution. Research, gather and synthesize information.
 Outros detalhes do trabalho: 1 - Business Model Strategy (P1 - Beginner) | 2 - Business Process Design (P1 - Beginner) | 3 - Requirements Analysis (P1 - Beginner)
 Primary Skill Business Process Analysis Tools",,
4880,Consultor SAP,SAP S/4HANA - 11821425,Nelson-Page,Não,Ensino Superior Completo,Analista,Básico,Básico,"SAP S/4HANA Financial Planning and Analysis - Design, build and configure applications to meet business process and application requirements.
 Outros detalhes do trabalho: 1 - SAP Financial Asset Management (FAM) (P3 - Advanced) | 2 - Build Management (P1 - Beginner) | 3 - Configuration & Release Management (P1 - Beginner) | 4 - Design & Build Enablement (P1 - Beginner)
 Primary Skill * Others (Please note the Skill at the beginning of Job Description)","SAP S/4HANA Financial Planning and Analysis - Design, build and configure applications to meet business process and application requirements.
 Outros detalhes do trabalho: 1 - SAP Financial Asset Management (FAM) (P3 - Advanced) | 2 - Build Management (P1 - Beginner) | 3 - Configuration & Release Management (P1 - Beginner) | 4 - Design & Build Enablement (P1 - Beginner)
 Primary Skill * Others (Please note the Skill at the beginning of Job Description)",,
4879,Consultor SAP,SAP S/4HANA - 11820629,Nelson-Page,Não,Ensino Superior Completo,Analista,Básico,Básico,"SAP S/4HANA Financial Planning and Analysis - Design, build and configure applications to meet business process and application requirements.
 Outros detalhes do trabalho: 1 - SAP Financial Asset Management (FAM) (P3 - Advanced) | 2 - Build Management (P1 - Beginner) | 3 - Configuration & Release Management (P1 - Beginner) | 4 - Design & Build Enablement (P1 - Beginner)
 Primary Skill * Others (Please note the Skill at the beginning of Job Description)","SAP S/4HANA Financial Planning and Analysis - Design, build and configure applications to meet business process and application requirements.
 Outros detalhes do trabalho: 1 - SAP Financial Asset Management (FAM) (P3 - Advanced) | 2 - Build Management (P1 - Beginner) | 3 - Configuration & Release Management (P1 - Beginner) | 4 - Design & Build Enablement (P1 - Beginner)
 Primary Skill * Others (Please note the Skill at the beginning of Job Description)",,
4878,Consultor SAP,SAP SD Billing - 11804374,Nelson-Page,Não,Ensino Superior Completo,Analista,Básico,Básico,"Design, build and configure applications to meet business process andapplication requirements.
 Primary Skill ABAP","Design, build and configure applications to meet business process andapplication requirements.
 Primary Skill ABAP",,
4877,Consultor SAP,SAP ABAP - 11804364,Nelson-Page,Não,Ensino Superior Completo,Analista,Básico,Básico,"Design, build and configure applications to meet business process andapplication requirements.
 Primary Skill ABAP","Design, build and configure applications to meet business process andapplication requirements.
 Primary Skill ABAP",,
4876,Consultor SAP,SAP Commerce Cloud - Hybris - 11779929,Nelson-Page,Não,Ensino Superior Completo,Analista,Básico,Básico,"SAP Commerce Cloud - Hybris -Desenvolvedor Senior
 O que a pessoa irá fazer:
 Atuar como desenvolvedor sênior em projetos de implementação SAP Commerce B2C
 Elaborar o desenho da solução técnica baseando-se nos requisitos funcionais e não funcionais
 Requisitos:
 Sólida experiência com desenvolvimento JAVA (J2EE, Spring, Struts e Hibernate/JPA/JDBC)
 2+ anos de experiência com desenvolvimento de projetos SAP Commerce.
 Experiência com desenvolvimento de serviços SOAP/REST
 Conhecimentos em XML, JavaScript, JSP e SQL
 Conhecimento do processo de Devops e ferramentas como Jenkins, Git, Sonar, etc.
 Conhecimento em metodologias agéis.
 Conhecimento nos diferentes módulos do SAP Commerce Smartedit, WCMS, Cart, Checkout, Impex, Cron job, Solr etc.
 Outros detalhes do trabalho: 1 - SAP Hybris B2B Commerce (P4 - Expert) | 2 - Java Enterprise Edition (P1 - Beginner)
 Primary Skill Spring Application Framework","SAP Commerce Cloud - Hybris -Desenvolvedor Senior
 O que a pessoa irá fazer:
 Atuar como desenvolvedor sênior em projetos de implementação SAP Commerce B2C
 Elaborar o desenho da solução técnica baseando-se nos requisitos funcionais e não funcionais
 Requisitos:
 Sólida experiência com desenvolvimento JAVA (J2EE, Spring, Struts e Hibernate/JPA/JDBC)
 2+ anos de experiência com desenvolvimento de projetos SAP Commerce.
 Experiência com desenvolvimento de serviços SOAP/REST
 Conhecimentos em XML, JavaScript, JSP e SQL
 Conhecimento do processo de Devops e ferramentas como Jenkins, Git, Sonar, etc.
 Conhecimento em metodologias agéis.
 Conhecimento nos diferentes módulos do SAP Commerce Smartedit, WCMS, Cart, Checkout, Impex, Cron job, Solr etc.
 Outros detalhes do trabalho: 1 - SAP Hybris B2B Commerce (P4 - Expert) | 2 - Java Enterprise Edition (P1 - Beginner)
 Primary Skill Spring Application Framework",,
4875,Consultor SAP,SAP Commerce Cloud - Hybris - 11762511,Nelson-Page,Não,Ensino Superior Completo,Analista,Básico,Básico,"SAP Commerce Cloud - Hybris -Desenvolvedor Senior
 O que a pessoa irá fazer:
 Atuar como desenvolvedor de frontend em um projeto de ecommerce.
 Requisitos:
 Sólida experiência com desenvolvimento Javascript, CSS e HTML
 Desejável conhecimento com Spring MVC e JSP
 Conhecimento em metodologias agéis.
 Outros detalhes do trabalho: 1 - Cascading Style Sheets (CSS) (P4 - Expert) | 2 - JavaScript (P4 - Expert) | 3 - LESS (P1 - Beginner) - Possibilidade de absorção - Trabalho remoto - Horário de trabalho das 09:00h às 18:00h (fexível)
 Primary Skill HTML5
 Rate: Até R$90/h","SAP Commerce Cloud - Hybris -Desenvolvedor Senior
 O que a pessoa irá fazer:
 Atuar como desenvolvedor de frontend em um projeto de ecommerce.
 Requisitos:
 Sólida experiência com desenvolvimento Javascript, CSS e HTML
 Desejável conhecimento com Spring MVC e JSP
 Conhecimento em metodologias agéis.
 Outros detalhes do trabalho: 1 - Cascading Style Sheets (CSS) (P4 - Expert) | 2 - JavaScript (P4 - Expert) | 3 - LESS (P1 - Beginner) - Possibilidade de absorção - Trabalho remoto - Horário de trabalho das 09:00h às 18:00h (fexível)
 Primary Skill HTML5
 Rate: Até R$90/h",,
